	Orders	Grassland	Wetland	Forest
d0357eb75126e3fcd17a425e3a3b149c	Diptera	173636	0	0
d047a7e21f2c0b1c6010dfcfeefafc36	Diptera	419	0	0
d080427379068b9ea21cf1aad0e9425a	Diptera	0	0	0
d0d515124455ad67f6793f6330a34ab9	Diptera	5262	2331	0
d0e09b52c49615d2f79da177cd96e5c1	Diptera	0	0	0
d12a4b47d7da82dd84549f1e65be5943	Hemiptera	104	0	333
d159f490037e36c08b77920b55287524	Diptera	0	0	0
d1661f9932ae73990a427a81db21faf3	Diptera	5141	0	0
d185bf721dd065f833b8bf4b2958d863	Hymenoptera	0	117	0
d194e9d9a431bdb53a34459c312ec2cb	Diptera	0	0	0
d1ada0c57ac13f5eb4749ce96343ea12	Diptera	2853	0	0
d208d11e9dddad7f8bff0e2491a90e8a	Diptera	0	800	0
d21ef23238c92c7d0204bc7e6a4d01ee	Diptera	0	549	0
d26b92a8a8a803cb257fb743dda5e349	Diptera	39	0	0
d27ac139f85de64d73c1d1f43f4ff93d	Diptera	0	0	1664
d2b1349604bd546e6a3b9892d2db9acf	Diptera	0	207	0
d2bf3a199ad12a8d91ddc27d0d931de5	Diptera	317	0	0
d2d32729a6a60cf1ff106a04bf908876	Diptera	0	0	0
d314a3285aad4eab2d711952f770a1ab	Diptera	4944	0	0
d33e790ac56992658349009739352766	Hymenoptera	0	6	0
d3b3174d34e998a3c7f55efbb2392f05	Diptera	0	0	20152
d427a4b29ba608cb647207a911a53369	Diptera	1357	323	0
d4355ea4728c74b2bbab954b085c24b8	Diptera	0	0	0
d46c9e225ef6a235c3e6ff811c18f3af	Diptera	94	0	0
d47b2d246de1c14c3c66699395284737	Diptera	2	0	0
d4c69dc687c7adea593d0c53f46dd4df	Coleoptera	462	0	0
d4c81d3d45b18700ffae523dd55da2f4	Diptera	0	0	0
d4f97a18d574ceccf210ee616c8e52ec	Diptera	0	0	0
d56e3da8f8302260ae795d1883977093	unclassified.Insecta	171	0	0
d5a549a71eed2b0092b85c61ca0e7b06	Diptera	57	0	0
d5c9a0e97e65fbac316a128aade87b4a	Diptera	6524	0	0
d5dfb193d07cab554d89fae65053fd6b	Collembola_X	0	2548	0
d6054626d93d147b48748babe17a1b7e	Hemiptera	0	400	0
d6346bbc228b324162aa121f3e26b5c4	Diptera	0	0	0
d635e395ec714d199d38b5230d2d39ab	Diptera	2	0	0
d65054cc43e5ef05304b299be816e42d	Araneae	0	0	0
d683b5dbe02e837995e10b9d41da0782	Thysanoptera	3145	297	319
d75ed440ad98b38ac97d5ba8df90a683	Diptera	0	0	453
d78a3c4a9e7343610a03614354e16645	Diptera	0	0	0
d7ab36210f7483c598e8a5a2d74ad8db	Coleoptera	33	0	0
d7abc8f7ebc784ba1f09a73265e71eb1	Diptera	0	271	0
d7acda5fd146165fe3fb5a05682e3bfb	Diptera	601	0	0
d7b5864a0c977c4d5fa88022e0b02f80	Sarcoptiformes	0	0	0
d80354f7da45506c2ad5cef5478570ae	Diptera	4805	0	0
d82fbe32f26d5e615c0bc33bc002c5fc	Lepidoptera	0	0	0
d835e12165352f348d0d772a7196854d	Diptera	277	0	0
d866062b8156c2acf1dd5025d328ffdd	Diptera	139	0	0
d879ba5987b7e86225a465fb4ecddc2b	Coleoptera	0	0	0
d91cfe59f8c91b8ea8f286a890bc6574	Collembola_X	10146	7175	123907
d934cb6daec75cb723b93805df066136	Diptera	0	0	5
d977349946540813f43e1713216fc432	Orthoptera	0	8	0
d9a0124fb6a18e8cc71818c110dc3a5e	Mesostigmata	0	106	0
d9b082ee5337ca5b90031df55fac62ca	Diptera	1884	0	0
d9e774bee0a663d985534f5255d799d8	Diptera	707	0	0
d9f14291ebbd04fe4dc3424e4d98c838	Collembola_X	0	19295	0
da25d18a6979c33ffd96b15e2ab22694	Diptera	0	0	0
da772d640e021bad5e2697e2babe499b	Hymenoptera	242	0	0
da9a923b7052e650a7009747afd966af	Diptera	0	0	0
daa9b2b8da02de8596e6731c3d089636	Diptera	5212	62861	220
dabbd5ec270b25894eaa9f8475eea885	Blattodea	270	0	0
dacf6f84b25a004e89e975005a6fccf1	Diptera	0	0	0
db246c59925fc4da192fda3205e94936	Diptera	0	152	0
db50695566d339013d43d19265d7972c	Diptera	0	68	0
db682d2f19669eff7640963ba3e9e928	Diptera	0	0	4860
db816c9526a50217ddd7ed390de86648	Diptera	762	0	0
dc0c9e8d1b304ab0a638577cb095ea1d	Hymenoptera	170	568	0
dc10d9887a901feb620d1b4e465c004f	Diptera	0	0	0
dc2dfbd48fda906bd1dad8c5784a9409	Diptera	0	0	60
dc3e61580417482cb842020d4630d981	Diptera	54	0	0
dc67a24899a902e6e075bc033479090f	Hymenoptera	0	0	0
dc9340b843fe5597bff757d3535da065	Collembola_X	2858	29105	26094
dcf27afcebb8c5b1c1ad9d3a2070fdfd	Diptera	0	0	0
dd0ec879eddfbc8ce5e275ef2b6c775e	Coleoptera	0	0	0
dd27b8968d4caf52debe82a2bdab953c	Diptera	3990	0	0
dd2f6e28b8f719d2b3059df570f1b597	Hemiptera	40	0	0
dd5de0effa480b9bcdc5abe7e68b0053	Diptera	10116	0	0
dd670215089af1f5ef81597ac8d90a09	Diptera	1298	0	0
dd67268426699073546fc71805644468	Diptera	0	5717	0
dd6a8f703a9ddbd2bd83fbe563700a7d	unclassified.Arthropoda	918	0	0
dd738527a8323499b16c7aa66da3aa9d	Diptera	5114	0	0
dd76a677db4e00cda014f20d488ce568	Diptera	898	0	0
ddc07b3ad39e9609564e376cad83a86a	Collembola_X	0	4	0
ddd9bfcfb77a7ea68dd3f26759841312	Diptera	793	0	0
dde22ee2fe057a6f521ee06ac2e6e510	Collembola_X	0	0	0
dde79a6e00c2d9aefa5061a101eba38c	Diptera	0	0	0
de3e361c38efdbd9d13286ccc2b5cf50	Diptera	48	0	0
de51bdd1e3d3606647aeff985e014a7e	Diptera	0	1250	0
de529de163587408e58dcae3dd8bcf54	Diptera	0	0	0
de842198366157476984b0a88e9a195c	unclassified.Arthropoda	0	42	0
dec5c4e5d5b27378d4160b909d473c48	Coleoptera	0	12899	0
dee54281f68dd111b15fc05fc5a31ba7	Diptera	0	1201	0
df26eeb360a3430ddb0281f0753669c1	Diptera	1166	0	0
df4d07afa72857176fa77fee17fad310	Collembola_X	491	0	0
df8078434ea68be0d101971e8df4a552	Coleoptera	2249	0	0
df9a2665ad5420ad57b64d296432e5f2	Psocodea	0	0	433
dfb0408ac398e5cd66f279c6e8a15ce7	Diptera	0	0	228
dfb4bef33f450761c538bf42854132f9	Diptera	0	0	0
e01ae7eaf840cddbbed9d45bc35d3787	Diptera	207	25	0
e02a6e38d17f005be5f9a84f968e1ec8	Diptera	36165	0	0
e06912ece7b392ea82f91f8b0e3687d0	Hemiptera	4	0	0
e0781aea21b70dd24094acf2a70cd519	Diptera	3120	0	0
e095f9d720ff35d6203044cdb548ce85	Diptera	5	0	0
e0b2ddf3ca6c16bb6b411cc88e1b8e90	Diptera	0	0	0
e0e04efe20ac093d87d4b70b923fe6a7	Diptera	0	35	0
e101aa4bab2f75cb0bca2e94f0570b1a	Diptera	0	0	0
e20b1238d633876c41dc83c3ce3b4c16	Diptera	584	0	0
e20e6fa577c680a978aaeb160fe81af4	Coleoptera	0	349	0
e240539ee420828408a64f7874fc2c24	Diptera	1675	0	0
e262e1cf63d025bebb3f6e268367e030	Diptera	28125	8761	0
e26eb5a05f3230cc82acff1d47bb8fbb	Diptera	128715	318729	571092
e2ba006f552366886bb3b1b8d358cbf9	Hymenoptera	0	0	1254
e2c30cb36d37ef351683dcf52cb03674	Lepidoptera	0	0	1067
e2ee5bef9d51843c6d1b7d3a0eeac296	Diptera	0	2407	0
e318782c1901042bb7fbecc5304fd0a6	unclassified.Insecta	0	0	0
e35b2c5d4280109509936dd5672f26db	Coleoptera	0	0	0
e3623be022ca4c6121a54b3e3575bae1	Diptera	772	0	0
e36e579e0a331c78a0674a55293d1bb4	Diptera	40	0	0
e37c50dcb61263791a82e9e7d057e593	Hymenoptera	0	0	365
e395ae3a69eec15fede1b9226311383e	Collembola_X	0	0	13345
e3a38f45f809bd1d0fbaeca80a342fa8	Diptera	0	0	0
e3c30bcf64b41676458c653104a159d9	Thysanoptera	0	0	0
e3d737bca469ebb68138311f075ace4e	unclassified.Arthropoda	0	0	0
e3e6f63159e46135d056cfe88b00f39e	Diptera	0	249	0
e48a72588a43e8b5b4bd243a3fe51f8e	Hymenoptera	0	0	105
e48c4fd6c7dc780bce9e4e3fca85b376	Lepidoptera	0	0	0
e49c77120ef9e1065e9e91d13863043a	Diptera	3122	0	0
e4bc11c587fc232cf6c50741b5c00ede	Coleoptera	0	0	0
e4e4d1b05444c1fca6535b6870a39730	Diptera	0	0	0
e4fafb165bf933dd0d179de6d9c5d0b2	Diptera	291	0	0
e52170989af5414c080f48288e5fe2da	Blattodea	2	0	0
e55f17a692998fdee1ea9cecdf96afb4	unclassified.Animalia	0	0	0
e56bad3bc7bc52fe8485bc92e0098a2b	Hymenoptera	5735	0	0
e5d53e90203bffccf445ce1c6663b315	Diptera	0	5	0
e635f215a19cd671fcfd1cb717a1fb5b	Diptera	15318	3375	0
e6a532cca6f43f8b3ab06a7d2ccd1fd6	Hemiptera	40	0	0
e6db9ed10666988ed8bc6f54f1361169	Diptera	396	0	0
e6dd027124d6db64efebc44f2990bf0e	Diptera	0	105	0
e707f574b92fa58cca07e28b9b87d5e5	Diptera	430	464	0
e7218e1a47b565c70746f0e88eca03f1	Diptera	0	0	75
e72e8c95c43ea528684f53e83d1edace	Diptera	0	0	0
e78dca9d2a7122858cb04bb9ba2b16f3	Collembola_X	0	0	0
e7cf6e33b5ca726228989b511e23f092	Collembola_X	0	63	52
e7ed07c303d551c988b50144e8d3affe	Diptera	10297	0	0
e8201e1526efc2d5570eec8313f32fa0	Diptera	0	0	5664
e8231742093148f0d5db09ee4f850456	Diptera	0	0	0
e8598a1e70378ab4cbf4334e6c6b1d18	Diptera	2786	0	0
e8af78ccfb8a6f2e55dedd6243abdafc	Diptera	15100	0	0
e92cb6a636bf4dcccbc90d659bc31a85	Diptera	3492	0	0
e98e485633f9256c11fd0cc7e182c238	Collembola_X	0	5	0
e9a188f9c1ee94417d88c2aceddb94f5	Araneae	0	0	162
e9aa951d20b798f6bc6acf904d6ff5b2	Coleoptera	0	0	0
e9c7b256fd38ee8ee531d93bb78285e3	Lepidoptera	84	0	0
e9d0d486a34d220f69f75f8e984284e4	Lepidoptera	149	0	0
e9facbba6ea157925e47af9123c72186	Psocodea	0	0	0
ea18a7498e8f4d95dbfcaf7974b9ebd1	Diptera	0	1634	0
ea3122d39bf6c5ba70b89b00e98b4154	Diptera	0	372	0
ea480092b2169dd30795d23c3ad0ce9d	Diptera	60	0	0
ea5a1009c5f8acb42b06ece2fa878b64	Hemiptera	0	0	0
ea87a56751b73b8e617e550c1ab99577	Diptera	0	0	423
eaaaf8ce016b1b226fa885ceae60b89f	Diptera	0	0	0
eae5e9a43cc80dd16eabcc9437b30909	Collembola_X	0	0	0
eaee40ab03f16ae2ceea0aeabbf6b76f	Coleoptera	0	0	0
eb0fa7323143cfb1491ad616e9d8419d	Diptera	0	0	0
eb7061e3bc51eb93df19a0875aadfce6	Diptera	0	0	154460
ebc0b765e41a47caef49fae12ef2e53d	Diptera	0	36	0
ebc14785691b0c21d632956fcab2bbf8	Hymenoptera	0	13	0
ebc832d2513055a5ea4edbffab242eac	Diptera	0	0	14
ebd2aed18eb4308afa13f0d187fd59b4	Orthoptera	0	3	0
ebe481ccbb5dea942b3ba7ea1bbaaf69	Diptera	0	0	0
ec1c7845700334a650ae8f7d4737e566	Coleoptera	0	0	0
ec20747458aa700cb2bb59c6da16c832	Diptera	986	0	0
ec398400ff001d5e6e5c0291c6de55b9	Diptera	0	0	8462
ec52c947ffe02752ff515ba07c7ace90	Diptera	9283	2999	43694
ec761c09a95d072b724f79c89763cf18	Diptera	0	0	0
ecbdf2d90d50eb1b6692fc15c237e30f	Hemiptera	0	35	0
ece98ac01c30aabfdcfc5da3aef879cc	Coleoptera	0	0	36
ecf55ec20f955f3a8a9c2b9232227efa	Poduromorpha	0	761	0
ed0a5a3447b3279d1c61868edb1fa168	Diptera	0	0	0
ed358dc8de850c43d4bf0dd49e9783e6	Diptera	0	0	6
ed5e905ed0cf44d4ccd1dfac52c76fc5	Diptera	2302	0	0
eda38f4cb4353b72f331c9c7651ba023	Diptera	0	9	0
edb66b5bb6a895ae6bd378e5d17a2fe1	Diptera	0	51788	0
edf8918ee79e467e124ef7efd998d7a9	Diptera	0	0	0
ee322d1c95a3fc762034824861f66144	Collembola_X	0	0	30315
ee3f2d9db0bd9bbb4c484b30654a5302	Diptera	1621	0	0
ee4f3e606f2c431033a0e7f17562b4ba	Orthoptera	170	4510	21646
ee82761af33afa99a902c87a2063e710	Hemiptera	0	0	0
ee9ca06862c0459047060c82131997d8	Diptera	4745	0	0
ee9dc2ba659df9b6926df8a143cd6099	Collembola_X	0	11037	0
eeb4a1751841094063b798d565313aeb	Diptera	5132	0	0
ef3d3acb34cba45970afc7d5c289f9d4	Diptera	0	0	0
ef455812f28d2b2383dfa7f232474a11	Coleoptera	0	0	0
ef572ee784486ec5d2025c90288d96e4	Diptera	384	443	0
efc0625408b8b2098f6b9b6896ba8815	Diptera	0	36	0
efc6862e9baf4bfe539ec3d32aac71cd	Lepidoptera	0	0	0
efd4efc90976ab2fc98f5903709ed068	Diptera	78	2896	1446
eff24b02fa2a9887a3ae7a930b29c38a	Diptera	242	0	0
f06b4940866eb55f753ce08e88c93b44	Diptera	57	0	0
f0f70ace93ccc5bdf09c6d1f10b2c65b	Diptera	4	0	0
f11b951a862ec840cbcaccef30418632	Diptera	313	0	0
f12aca2cb8259558205e74034aa47dc9	Collembola_X	1	0	0
f176cdbb17fe60cf708c13ad3fe5c766	Hemiptera	0	0	0
f1e9dbab633657fed37bfd15077ed49f	Diptera	2052	0	0
f2460375a07b3db9685271c10952300c	Diptera	0	0	0
f25b58de2334aec68d206430f73bfc2c	Diptera	0	0	0
f29363349cd2ef7d1664ffa030f844b2	Hymenoptera	0	0	0
f2d88fe65900ab03b5be6424c19d4e94	Diptera	104	0	0
f2e0d671a2aaaa29fda795aba75e9c2d	Collembola_X	0	0	0
f2fc6121cb93790ccb7e6a0e06ff41cd	Hemiptera	11494	0	0
f2fe64b5695e7ca34e0a6d1d49fa2118	Diptera	0	252	0
f314ee9e4e132ad034df7b1feb33fc9a	Diptera	0	0	0
f31a17353aee56aea7c8e93e441e9895	Diptera	0	2386	0
f3853ba98474ff1ca1b86940a7a1e510	Diptera	879	0	0
f3c80d7259e34e8eb3e8af9c04fcc5e8	Diptera	0	0	0
f40bfe5048fbbf6e072e7a0f9af3f8f0	Diptera	0	72	0
f43c58a8f5971fbe512c6591e0f189b7	Diptera	0	1257	3
f4935ec2e5c4d1e5a10c62f76c0dbd1b	Diptera	0	0	0
f4a93e5b7b3c3f6b275eda2a872f8967	Diptera	50	122	0
f4d6016b783c2f57a8cdfbe2e10238e5	Coleoptera	0	0	0
f4ddaea377441833bb63f823e75ed9e7	Hemiptera	240	0	0
f500f5ad4ffc33cc1f0eb1283d32e4bd	unclassified.Arthropoda	0	0	0
f50d7e4dd394de64d040ccab6c546163	Collembola_X	0	0	2746
f517e62d68e91b6af369a06167f32a0a	Collembola_X	0	0	0
f52eb00304a0bf79d94ae967133fcc8b	Coleoptera	0	15108	0
f560a0d1ea7a8b08cf0bb32800c86f04	Thysanoptera	1204	1228	2483
f5da79fedbaadd2ee55ec097c6e4f7b4	Diptera	0	151	0
f5ee8f9ba41ee7c87b8ddac59406826e	Diptera	0	0	0
f649b7cffceca1f2ec27955dba4158a0	Diptera	0	0	0
f64c95ac1c91ed4d778e5a920c7231bf	Araneae	23	0	0
f6ceb99e4fbac026c51fe91ff0e354fb	Collembola_X	0	0	0
f6ece5977528f4b35b6b3d956f35c228	Diptera	0	942	0
f7a92eb257a7acd4bdb61e3a6d16b505	Coleoptera	60	1277	0
f7e3de2c7451a65f3d81e51c17428710	Lepidoptera	0	0	0
f7ebdfc18fb88e68e66e59e87f47f13a	unclassified.Arthropoda	0	0	0
f82d4bcc6a4234195b02d8460372875f	Diptera	0	0	0
f86b07d15e866c1b4bb385ca5de16777	Diptera	0	26265	0
f890d0d61fcf99ce3360d151cd560e5d	Coleoptera	0	0	0
f8f71e89e534175fe25517cf0c0bae2f	Diptera	0	31	0
f919c6d9a50ce5ee1c446c51f8783196	Diptera	9335	1216	0
f9514cd02c1f00aaa54fc00b63da4466	unclassified.Arthropoda	0	538	147
f95de5164e160f85042e13adde08ccdf	Hymenoptera	0	0	0
f9b86f714171c22ec38b14d96ea4f63b	Diptera	606	0	0
f9ce88610c440141b0aa641ba914e648	Collembola_X	86939	180628	197686
f9eb6514459202224cda23d66cc7cb40	Diptera	0	92	0
fa2b8078cfab2b6b040727cf836ecc29	Coleoptera	0	136	0
fa4a03420f56b389c6ac099c1a45d223	Diptera	440	0	0
fadf311257a621e2d5d69a054d1da3fe	Coleoptera	0	0	0
fb0ad4813d8b354588da93138ffef0f3	Diptera	341	0	0
fb5314c78416d95c500cf885399f1b17	Diptera	0	0	750
fb661b0277c32157eb64f77ed050b847	Coleoptera	0	0	0
fb7667a1dc4401930eac821470829270	Collembola_X	0	0	5472
fb817d0c6790aaf5a2f18677072e37a1	Diptera	0	425	0
fb87117f21d19df61263c383215c0330	Diptera	0	37393	0
fb9f1069c2c89a471768e1c9b0965b95	Diptera	114	0	0
fbceb423503ce734de30cc2cf76df516	Coleoptera	0	0	0
fc017c2a109553692cb21f025df46425	Collembola_X	0	0	5599
fc06d0626a947f5892e52540ace58301	Coleoptera	0	8	0
fc090fde19e5523ad89bf4a32e61a6ed	Diptera	0	0	0
fc13ae68b1740abed649119bff6ba70f	unclassified.Arthropoda	0	0	11
fc2d900bbfd7fb8d666d61771936c22e	Diptera	0	0	0
fc4a0f85bedf052c84d928f4781593fe	Diptera	0	481	0
fc7b2747676657bdae6d79d6926db1f3	Diptera	949	271	0
fc8097bb6d92281763eb4226a191fe82	Coleoptera	90	7	0
fc9ab0422e9202ac6df5c27692f6b293	Diptera	1455	0	0
fcc09e095a07136196ac67ca87a1f52b	Diptera	0	0	1005
fcd1d9c5ca932e01ac9956e677676848	unclassified.Insecta	747	0	0
fce6edab8d8c54d1ba036ec9c52cdde8	Hemiptera	1518	0	0
fcf2ab514ba17f26d746be91ebde236f	Hymenoptera	0	0	0
fd0039352dc9b6afb462cadf03aafd33	Coleoptera	0	0	0
fd2d5f7649ba0e0fcc7a01b2650ead5c	Collembola_X	0	23172	0
fd657120d597050ca60395b7eff4b966	Diptera	0	17818	57572
fdabf8eb7a617828b35f743b0b8dc838	Lepidoptera	0	0	0
fdcb9c2eaff2aa76c8a83e84f916e531	Orthoptera	0	0	0
fe10f51926bd3000047ff790075d7e0c	Diptera	1565	0	0
fed9637a4b2ec2a63124374aead61538	Diptera	1617	0	0
fef49cb5fd6124a95586db7f62d79a32	Collembola_X	0	0	0
fef962ead7a08e219ecf62e1146b7d8a	Lepidoptera	51490	0	0
ff035500704d6dc1af60c201a2ccf961	Diptera	3	0	0
ff216c9422d7a5f5d3489a4fa887cbe1	Diptera	0	361	0
ff41a9cc7b6b603a2fe2d0a22a26ede6	Diptera	18381	0	0
ff6f26b308dff6ff29846e871b9024c1	Diptera	2679	0	0
fffab3268fc3fc25a3dab7cc63f215d9	Diptera	109	0	0
fffd89447a4db588b32d373ffc89d277	unclassified.Arthropoda	0	398	216
